metapath	metaedge	metaedge_abbrev	position	length
CpDtCuGuD	Disease - upregulates - Gene	DuG	4	4
CpDuG<rGaD	Compound - palliates - Disease	CpD	1	4
CpDuG<rGaD	Disease - upregulates - Gene	DuG	2	4
CpDuG<rGaD	Gene > regulates > Gene	GrG	3	4
CpDuG<rGaD	Disease - associates - Gene	DaG	4	4
CpDuG<rGdD	Compound - palliates - Disease	CpD	1	4
CpDuG<rGdD	Disease - upregulates - Gene	DuG	2	4
CpDuG<rGdD	Gene > regulates > Gene	GrG	3	4
CpDuG<rGdD	Disease - downregulates - Gene	DdG	4	4
CpDuG<rGuD	Compound - palliates - Disease	CpD	1	4
CpDuG<rGuD	Disease - upregulates - Gene	DuG	2	4
CpDuG<rGuD	Gene > regulates > Gene	GrG	3	4
CpDuG<rGuD	Disease - upregulates - Gene	DuG	4	4
CpDuGaDrD	Compound - palliates - Disease	CpD	1	4
CpDuGaDrD	Disease - upregulates - Gene	DuG	2	4
CpDuGaDrD	Disease - associates - Gene	DaG	3	4
CpDuGaDrD	Disease - resembles - Disease	DrD	4	4
CpDuGbCpD	Compound - palliates - Disease	CpD	1	4
CpDuGbCpD	Disease - upregulates - Gene	DuG	2	4
CpDuGbCpD	Compound - binds - Gene	CbG	3	4
CpDuGbCpD	Compound - palliates - Disease	CpD	4	4
CpDuGbCtD	Compound - palliates - Disease	CpD	1	4
CpDuGbCtD	Disease - upregulates - Gene	DuG	2	4
CpDuGbCtD	Compound - binds - Gene	CbG	3	4
CpDuGbCtD	Compound - treats - Disease	CtD	4	4
CpDuGcGaD	Compound - palliates - Disease	CpD	1	4
CpDuGcGaD	Disease - upregulates - Gene	DuG	2	4
CpDuGcGaD	Gene - covaries - Gene	GcG	3	4
CpDuGcGaD	Disease - associates - Gene	DaG	4	4
CpDuGcGdD	Compound - palliates - Disease	CpD	1	4
CpDuGcGdD	Disease - upregulates - Gene	DuG	2	4
CpDuGcGdD	Gene - covaries - Gene	GcG	3	4
CpDuGcGdD	Disease - downregulates - Gene	DdG	4	4
CpDuGcGuD	Compound - palliates - Disease	CpD	1	4
CpDuGcGuD	Disease - upregulates - Gene	DuG	2	4
CpDuGcGuD	Gene - covaries - Gene	GcG	3	4
CpDuGcGuD	Disease - upregulates - Gene	DuG	4	4
CpDuGdAlD	Compound - palliates - Disease	CpD	1	4
CpDuGdAlD	Disease - upregulates - Gene	DuG	2	4
CpDuGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CpDuGdAlD	Disease - localizes - Anatomy	DlA	4	4
CpDuGdCpD	Compound - palliates - Disease	CpD	1	4
CpDuGdCpD	Disease - upregulates - Gene	DuG	2	4
CpDuGdCpD	Compound - downregulates - Gene	CdG	3	4
CpDuGdCpD	Compound - palliates - Disease	CpD	4	4
CpDuGdCtD	Compound - palliates - Disease	CpD	1	4
CpDuGdCtD	Disease - upregulates - Gene	DuG	2	4
CpDuGdCtD	Compound - downregulates - Gene	CdG	3	4
CpDuGdCtD	Compound - treats - Disease	CtD	4	4
CpDuGdDrD	Compound - palliates - Disease	CpD	1	4
CpDuGdDrD	Disease - upregulates - Gene	DuG	2	4
CpDuGdDrD	Disease - downregulates - Gene	DdG	3	4
CpDuGdDrD	Disease - resembles - Disease	DrD	4	4
CpDuGeAlD	Compound - palliates - Disease	CpD	1	4
CpDuGeAlD	Disease - upregulates - Gene	DuG	2	4
CpDuGeAlD	Anatomy - expresses - Gene	AeG	3	4
CpDuGeAlD	Disease - localizes - Anatomy	DlA	4	4
CpDuGiGaD	Compound - palliates - Disease	CpD	1	4
CpDuGiGaD	Disease - upregulates - Gene	DuG	2	4
CpDuGiGaD	Gene - interacts - Gene	GiG	3	4
CpDuGiGaD	Disease - associates - Gene	DaG	4	4
CpDuGiGdD	Compound - palliates - Disease	CpD	1	4
CpDuGiGdD	Disease - upregulates - Gene	DuG	2	4
CpDuGiGdD	Gene - interacts - Gene	GiG	3	4
CpDuGiGdD	Disease - downregulates - Gene	DdG	4	4
CpDuGiGuD	Compound - palliates - Disease	CpD	1	4
CpDuGiGuD	Disease - upregulates - Gene	DuG	2	4
CpDuGiGuD	Gene - interacts - Gene	GiG	3	4
CpDuGiGuD	Disease - upregulates - Gene	DuG	4	4
CpDuGr>GaD	Compound - palliates - Disease	CpD	1	4
CpDuGr>GaD	Disease - upregulates - Gene	DuG	2	4
CpDuGr>GaD	Gene > regulates > Gene	GrG	3	4
CpDuGr>GaD	Disease - associates - Gene	DaG	4	4
CpDuGr>GdD	Compound - palliates - Disease	CpD	1	4
CpDuGr>GdD	Disease - upregulates - Gene	DuG	2	4
CpDuGr>GdD	Gene > regulates > Gene	GrG	3	4
CpDuGr>GdD	Disease - downregulates - Gene	DdG	4	4
CpDuGr>GuD	Compound - palliates - Disease	CpD	1	4
CpDuGr>GuD	Disease - upregulates - Gene	DuG	2	4
CpDuGr>GuD	Gene > regulates > Gene	GrG	3	4
CpDuGr>GuD	Disease - upregulates - Gene	DuG	4	4
CpDuGuAlD	Compound - palliates - Disease	CpD	1	4
CpDuGuAlD	Disease - upregulates - Gene	DuG	2	4
CpDuGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CpDuGuAlD	Disease - localizes - Anatomy	DlA	4	4
CpDuGuCpD	Compound - palliates - Disease	CpD	1	4
CpDuGuCpD	Disease - upregulates - Gene	DuG	2	4
CpDuGuCpD	Compound - upregulates - Gene	CuG	3	4
CpDuGuCpD	Compound - palliates - Disease	CpD	4	4
CpDuGuCtD	Compound - palliates - Disease	CpD	1	4
CpDuGuCtD	Disease - upregulates - Gene	DuG	2	4
CpDuGuCtD	Compound - upregulates - Gene	CuG	3	4
CpDuGuCtD	Compound - treats - Disease	CtD	4	4
CpDuGuDrD	Compound - palliates - Disease	CpD	1	4
CpDuGuDrD	Disease - upregulates - Gene	DuG	2	4
CpDuGuDrD	Disease - upregulates - Gene	DuG	3	4
CpDuGuDrD	Disease - resembles - Disease	DrD	4	4
CrCbG<rGaD	Compound - resembles - Compound	CrC	1	4
CrCbG<rGaD	Compound - binds - Gene	CbG	2	4
CrCbG<rGaD	Gene > regulates > Gene	GrG	3	4
CrCbG<rGaD	Disease - associates - Gene	DaG	4	4
CrCbG<rGdD	Compound - resembles - Compound	CrC	1	4
CrCbG<rGdD	Compound - binds - Gene	CbG	2	4
CrCbG<rGdD	Gene > regulates > Gene	GrG	3	4
CrCbG<rGdD	Disease - downregulates - Gene	DdG	4	4
CrCbG<rGuD	Compound - resembles - Compound	CrC	1	4
CrCbG<rGuD	Compound - binds - Gene	CbG	2	4
CrCbG<rGuD	Gene > regulates > Gene	GrG	3	4
CrCbG<rGuD	Disease - upregulates - Gene	DuG	4	4
CrCbGaDrD	Compound - resembles - Compound	CrC	1	4
CrCbGaDrD	Compound - binds - Gene	CbG	2	4
CrCbGaDrD	Disease - associates - Gene	DaG	3	4
CrCbGaDrD	Disease - resembles - Disease	DrD	4	4
CrCbGbCpD	Compound - resembles - Compound	CrC	1	4
CrCbGbCpD	Compound - binds - Gene	CbG	2	4
CrCbGbCpD	Compound - binds - Gene	CbG	3	4
CrCbGbCpD	Compound - palliates - Disease	CpD	4	4
CrCbGbCtD	Compound - resembles - Compound	CrC	1	4
CrCbGbCtD	Compound - binds - Gene	CbG	2	4
CrCbGbCtD	Compound - binds - Gene	CbG	3	4
CrCbGbCtD	Compound - treats - Disease	CtD	4	4
CrCbGcGaD	Compound - resembles - Compound	CrC	1	4
CrCbGcGaD	Compound - binds - Gene	CbG	2	4
CrCbGcGaD	Gene - covaries - Gene	GcG	3	4
CrCbGcGaD	Disease - associates - Gene	DaG	4	4
CrCbGcGdD	Compound - resembles - Compound	CrC	1	4
CrCbGcGdD	Compound - binds - Gene	CbG	2	4
CrCbGcGdD	Gene - covaries - Gene	GcG	3	4
CrCbGcGdD	Disease - downregulates - Gene	DdG	4	4
CrCbGcGuD	Compound - resembles - Compound	CrC	1	4
CrCbGcGuD	Compound - binds - Gene	CbG	2	4
CrCbGcGuD	Gene - covaries - Gene	GcG	3	4
CrCbGcGuD	Disease - upregulates - Gene	DuG	4	4
CrCbGdAlD	Compound - resembles - Compound	CrC	1	4
CrCbGdAlD	Compound - binds - Gene	CbG	2	4
CrCbGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CrCbGdAlD	Disease - localizes - Anatomy	DlA	4	4
CrCbGdCpD	Compound - resembles - Compound	CrC	1	4
CrCbGdCpD	Compound - binds - Gene	CbG	2	4
CrCbGdCpD	Compound - downregulates - Gene	CdG	3	4
CrCbGdCpD	Compound - palliates - Disease	CpD	4	4
CrCbGdCtD	Compound - resembles - Compound	CrC	1	4
CrCbGdCtD	Compound - binds - Gene	CbG	2	4
CrCbGdCtD	Compound - downregulates - Gene	CdG	3	4
CrCbGdCtD	Compound - treats - Disease	CtD	4	4
CrCbGdDrD	Compound - resembles - Compound	CrC	1	4
CrCbGdDrD	Compound - binds - Gene	CbG	2	4
CrCbGdDrD	Disease - downregulates - Gene	DdG	3	4
CrCbGdDrD	Disease - resembles - Disease	DrD	4	4
CrCbGeAlD	Compound - resembles - Compound	CrC	1	4
CrCbGeAlD	Compound - binds - Gene	CbG	2	4
CrCbGeAlD	Anatomy - expresses - Gene	AeG	3	4
CrCbGeAlD	Disease - localizes - Anatomy	DlA	4	4
CrCbGiGaD	Compound - resembles - Compound	CrC	1	4
CrCbGiGaD	Compound - binds - Gene	CbG	2	4
CrCbGiGaD	Gene - interacts - Gene	GiG	3	4
CrCbGiGaD	Disease - associates - Gene	DaG	4	4
CrCbGiGdD	Compound - resembles - Compound	CrC	1	4
CrCbGiGdD	Compound - binds - Gene	CbG	2	4
CrCbGiGdD	Gene - interacts - Gene	GiG	3	4
CrCbGiGdD	Disease - downregulates - Gene	DdG	4	4
CrCbGiGuD	Compound - resembles - Compound	CrC	1	4
CrCbGiGuD	Compound - binds - Gene	CbG	2	4
CrCbGiGuD	Gene - interacts - Gene	GiG	3	4
CrCbGiGuD	Disease - upregulates - Gene	DuG	4	4
CrCbGr>GaD	Compound - resembles - Compound	CrC	1	4
CrCbGr>GaD	Compound - binds - Gene	CbG	2	4
CrCbGr>GaD	Gene > regulates > Gene	GrG	3	4
CrCbGr>GaD	Disease - associates - Gene	DaG	4	4
CrCbGr>GdD	Compound - resembles - Compound	CrC	1	4
CrCbGr>GdD	Compound - binds - Gene	CbG	2	4
CrCbGr>GdD	Gene > regulates > Gene	GrG	3	4
CrCbGr>GdD	Disease - downregulates - Gene	DdG	4	4
CrCbGr>GuD	Compound - resembles - Compound	CrC	1	4
CrCbGr>GuD	Compound - binds - Gene	CbG	2	4
CrCbGr>GuD	Gene > regulates > Gene	GrG	3	4
CrCbGr>GuD	Disease - upregulates - Gene	DuG	4	4
CrCbGuAlD	Compound - resembles - Compound	CrC	1	4
CrCbGuAlD	Compound - binds - Gene	CbG	2	4
CrCbGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CrCbGuAlD	Disease - localizes - Anatomy	DlA	4	4
CrCbGuCpD	Compound - resembles - Compound	CrC	1	4
CrCbGuCpD	Compound - binds - Gene	CbG	2	4
CrCbGuCpD	Compound - upregulates - Gene	CuG	3	4
CrCbGuCpD	Compound - palliates - Disease	CpD	4	4
CrCbGuCtD	Compound - resembles - Compound	CrC	1	4
CrCbGuCtD	Compound - binds - Gene	CbG	2	4
CrCbGuCtD	Compound - upregulates - Gene	CuG	3	4
CrCbGuCtD	Compound - treats - Disease	CtD	4	4
CrCbGuDrD	Compound - resembles - Compound	CrC	1	4
CrCbGuDrD	Compound - binds - Gene	CbG	2	4
CrCbGuDrD	Disease - upregulates - Gene	DuG	3	4
CrCbGuDrD	Disease - resembles - Disease	DrD	4	4
CrCcSEcCpD	Compound - resembles - Compound	CrC	1	4
CrCcSEcCpD	Compound - causes - Side Effect	CcSE	2	4
CrCcSEcCpD	Compound - causes - Side Effect	CcSE	3	4
CrCcSEcCpD	Compound - palliates - Disease	CpD	4	4
CrCcSEcCtD	Compound - resembles - Compound	CrC	1	4
CrCcSEcCtD	Compound - causes - Side Effect	CcSE	2	4
CrCcSEcCtD	Compound - causes - Side Effect	CcSE	3	4
CrCcSEcCtD	Compound - treats - Disease	CtD	4	4
CrCdG<rGaD	Compound - resembles - Compound	CrC	1	4
CrCdG<rGaD	Compound - downregulates - Gene	CdG	2	4
CrCdG<rGaD	Gene > regulates > Gene	GrG	3	4
CrCdG<rGaD	Disease - associates - Gene	DaG	4	4
CrCdG<rGdD	Compound - resembles - Compound	CrC	1	4
CrCdG<rGdD	Compound - downregulates - Gene	CdG	2	4
CrCdG<rGdD	Gene > regulates > Gene	GrG	3	4
CrCdG<rGdD	Disease - downregulates - Gene	DdG	4	4
CrCdG<rGuD	Compound - resembles - Compound	CrC	1	4
CrCdG<rGuD	Compound - downregulates - Gene	CdG	2	4
CrCdG<rGuD	Gene > regulates > Gene	GrG	3	4
CrCdG<rGuD	Disease - upregulates - Gene	DuG	4	4
CrCdGaDrD	Compound - resembles - Compound	CrC	1	4
CrCdGaDrD	Compound - downregulates - Gene	CdG	2	4
CrCdGaDrD	Disease - associates - Gene	DaG	3	4
CrCdGaDrD	Disease - resembles - Disease	DrD	4	4
CrCdGbCpD	Compound - resembles - Compound	CrC	1	4
CrCdGbCpD	Compound - downregulates - Gene	CdG	2	4
CrCdGbCpD	Compound - binds - Gene	CbG	3	4
CrCdGbCpD	Compound - palliates - Disease	CpD	4	4
CrCdGbCtD	Compound - resembles - Compound	CrC	1	4
CrCdGbCtD	Compound - downregulates - Gene	CdG	2	4
CrCdGbCtD	Compound - binds - Gene	CbG	3	4
CrCdGbCtD	Compound - treats - Disease	CtD	4	4
CrCdGcGaD	Compound - resembles - Compound	CrC	1	4
CrCdGcGaD	Compound - downregulates - Gene	CdG	2	4
CrCdGcGaD	Gene - covaries - Gene	GcG	3	4
CrCdGcGaD	Disease - associates - Gene	DaG	4	4
CrCdGcGdD	Compound - resembles - Compound	CrC	1	4
CrCdGcGdD	Compound - downregulates - Gene	CdG	2	4
CrCdGcGdD	Gene - covaries - Gene	GcG	3	4
CrCdGcGdD	Disease - downregulates - Gene	DdG	4	4
CrCdGcGuD	Compound - resembles - Compound	CrC	1	4
CrCdGcGuD	Compound - downregulates - Gene	CdG	2	4
CrCdGcGuD	Gene - covaries - Gene	GcG	3	4
CrCdGcGuD	Disease - upregulates - Gene	DuG	4	4
CrCdGdAlD	Compound - resembles - Compound	CrC	1	4
CrCdGdAlD	Compound - downregulates - Gene	CdG	2	4
CrCdGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CrCdGdAlD	Disease - localizes - Anatomy	DlA	4	4
CrCdGdCpD	Compound - resembles - Compound	CrC	1	4
CrCdGdCpD	Compound - downregulates - Gene	CdG	2	4
CrCdGdCpD	Compound - downregulates - Gene	CdG	3	4
CrCdGdCpD	Compound - palliates - Disease	CpD	4	4
CrCdGdCtD	Compound - resembles - Compound	CrC	1	4
CrCdGdCtD	Compound - downregulates - Gene	CdG	2	4
CrCdGdCtD	Compound - downregulates - Gene	CdG	3	4
CrCdGdCtD	Compound - treats - Disease	CtD	4	4
CrCdGdDrD	Compound - resembles - Compound	CrC	1	4
CrCdGdDrD	Compound - downregulates - Gene	CdG	2	4
CrCdGdDrD	Disease - downregulates - Gene	DdG	3	4
CrCdGdDrD	Disease - resembles - Disease	DrD	4	4
CrCdGeAlD	Compound - resembles - Compound	CrC	1	4
CrCdGeAlD	Compound - downregulates - Gene	CdG	2	4
CrCdGeAlD	Anatomy - expresses - Gene	AeG	3	4
CrCdGeAlD	Disease - localizes - Anatomy	DlA	4	4
CrCdGiGaD	Compound - resembles - Compound	CrC	1	4
CrCdGiGaD	Compound - downregulates - Gene	CdG	2	4
CrCdGiGaD	Gene - interacts - Gene	GiG	3	4
CrCdGiGaD	Disease - associates - Gene	DaG	4	4
CrCdGiGdD	Compound - resembles - Compound	CrC	1	4
CrCdGiGdD	Compound - downregulates - Gene	CdG	2	4
CrCdGiGdD	Gene - interacts - Gene	GiG	3	4
CrCdGiGdD	Disease - downregulates - Gene	DdG	4	4
CrCdGiGuD	Compound - resembles - Compound	CrC	1	4
CrCdGiGuD	Compound - downregulates - Gene	CdG	2	4
CrCdGiGuD	Gene - interacts - Gene	GiG	3	4
CrCdGiGuD	Disease - upregulates - Gene	DuG	4	4
CrCdGr>GaD	Compound - resembles - Compound	CrC	1	4
CrCdGr>GaD	Compound - downregulates - Gene	CdG	2	4
CrCdGr>GaD	Gene > regulates > Gene	GrG	3	4
CrCdGr>GaD	Disease - associates - Gene	DaG	4	4
CrCdGr>GdD	Compound - resembles - Compound	CrC	1	4
CrCdGr>GdD	Compound - downregulates - Gene	CdG	2	4
CrCdGr>GdD	Gene > regulates > Gene	GrG	3	4
CrCdGr>GdD	Disease - downregulates - Gene	DdG	4	4
CrCdGr>GuD	Compound - resembles - Compound	CrC	1	4
CrCdGr>GuD	Compound - downregulates - Gene	CdG	2	4
CrCdGr>GuD	Gene > regulates > Gene	GrG	3	4
CrCdGr>GuD	Disease - upregulates - Gene	DuG	4	4
CrCdGuAlD	Compound - resembles - Compound	CrC	1	4
CrCdGuAlD	Compound - downregulates - Gene	CdG	2	4
CrCdGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CrCdGuAlD	Disease - localizes - Anatomy	DlA	4	4
CrCdGuCpD	Compound - resembles - Compound	CrC	1	4
CrCdGuCpD	Compound - downregulates - Gene	CdG	2	4
CrCdGuCpD	Compound - upregulates - Gene	CuG	3	4
CrCdGuCpD	Compound - palliates - Disease	CpD	4	4
CrCdGuCtD	Compound - resembles - Compound	CrC	1	4
CrCdGuCtD	Compound - downregulates - Gene	CdG	2	4
CrCdGuCtD	Compound - upregulates - Gene	CuG	3	4
CrCdGuCtD	Compound - treats - Disease	CtD	4	4
CrCdGuDrD	Compound - resembles - Compound	CrC	1	4
CrCdGuDrD	Compound - downregulates - Gene	CdG	2	4
CrCdGuDrD	Disease - upregulates - Gene	DuG	3	4
CrCdGuDrD	Disease - resembles - Disease	DrD	4	4
CrCiPCiCpD	Compound - resembles - Compound	CrC	1	4
CrCiPCiCpD	Pharmacologic Class - includes - Compound	PCiC	2	4
CrCiPCiCpD	Pharmacologic Class - includes - Compound	PCiC	3	4
CrCiPCiCpD	Compound - palliates - Disease	CpD	4	4
CrCiPCiCtD	Compound - resembles - Compound	CrC	1	4
CrCiPCiCtD	Pharmacologic Class - includes - Compound	PCiC	2	4
CrCiPCiCtD	Pharmacologic Class - includes - Compound	PCiC	3	4
CrCiPCiCtD	Compound - treats - Disease	CtD	4	4
CrCpDaGaD	Compound - resembles - Compound	CrC	1	4
CrCpDaGaD	Compound - palliates - Disease	CpD	2	4
CrCpDaGaD	Disease - associates - Gene	DaG	3	4
CrCpDaGaD	Disease - associates - Gene	DaG	4	4
CrCpDaGdD	Compound - resembles - Compound	CrC	1	4
CrCpDaGdD	Compound - palliates - Disease	CpD	2	4
CrCpDaGdD	Disease - associates - Gene	DaG	3	4
CrCpDaGdD	Disease - downregulates - Gene	DdG	4	4
CrCpDaGuD	Compound - resembles - Compound	CrC	1	4
CrCpDaGuD	Compound - palliates - Disease	CpD	2	4
CrCpDaGuD	Disease - associates - Gene	DaG	3	4
CrCpDaGuD	Disease - upregulates - Gene	DuG	4	4
CrCpDdGaD	Compound - resembles - Compound	CrC	1	4
CrCpDdGaD	Compound - palliates - Disease	CpD	2	4
CrCpDdGaD	Disease - downregulates - Gene	DdG	3	4
CrCpDdGaD	Disease - associates - Gene	DaG	4	4
CrCpDdGdD	Compound - resembles - Compound	CrC	1	4
CrCpDdGdD	Compound - palliates - Disease	CpD	2	4
CrCpDdGdD	Disease - downregulates - Gene	DdG	3	4
CrCpDdGdD	Disease - downregulates - Gene	DdG	4	4
CrCpDdGuD	Compound - resembles - Compound	CrC	1	4
CrCpDdGuD	Compound - palliates - Disease	CpD	2	4
CrCpDdGuD	Disease - downregulates - Gene	DdG	3	4
CrCpDdGuD	Disease - upregulates - Gene	DuG	4	4
CrCpDlAlD	Compound - resembles - Compound	CrC	1	4
CrCpDlAlD	Compound - palliates - Disease	CpD	2	4
CrCpDlAlD	Disease - localizes - Anatomy	DlA	3	4
CrCpDlAlD	Disease - localizes - Anatomy	DlA	4	4
CrCpDpCpD	Compound - resembles - Compound	CrC	1	4
CrCpDpCpD	Compound - palliates - Disease	CpD	2	4
CrCpDpCpD	Compound - palliates - Disease	CpD	3	4
CrCpDpCpD	Compound - palliates - Disease	CpD	4	4
CrCpDpCtD	Compound - resembles - Compound	CrC	1	4
CrCpDpCtD	Compound - palliates - Disease	CpD	2	4
CrCpDpCtD	Compound - palliates - Disease	CpD	3	4
CrCpDpCtD	Compound - treats - Disease	CtD	4	4
CrCpDpSpD	Compound - resembles - Compound	CrC	1	4
CrCpDpSpD	Compound - palliates - Disease	CpD	2	4
CrCpDpSpD	Disease - presents - Symptom	DpS	3	4
CrCpDpSpD	Disease - presents - Symptom	DpS	4	4
CrCpDrDrD	Compound - resembles - Compound	CrC	1	4
CrCpDrDrD	Compound - palliates - Disease	CpD	2	4
CrCpDrDrD	Disease - resembles - Disease	DrD	3	4
CrCpDrDrD	Disease - resembles - Disease	DrD	4	4
CrCpDtCpD	Compound - resembles - Compound	CrC	1	4
CrCpDtCpD	Compound - palliates - Disease	CpD	2	4
CrCpDtCpD	Compound - treats - Disease	CtD	3	4
CrCpDtCpD	Compound - palliates - Disease	CpD	4	4
CrCpDtCtD	Compound - resembles - Compound	CrC	1	4
CrCpDtCtD	Compound - palliates - Disease	CpD	2	4
CrCpDtCtD	Compound - treats - Disease	CtD	3	4
CrCpDtCtD	Compound - treats - Disease	CtD	4	4
CrCpDuGaD	Compound - resembles - Compound	CrC	1	4
CrCpDuGaD	Compound - palliates - Disease	CpD	2	4
CrCpDuGaD	Disease - upregulates - Gene	DuG	3	4
CrCpDuGaD	Disease - associates - Gene	DaG	4	4
CrCpDuGdD	Compound - resembles - Compound	CrC	1	4
CrCpDuGdD	Compound - palliates - Disease	CpD	2	4
CrCpDuGdD	Disease - upregulates - Gene	DuG	3	4
CrCpDuGdD	Disease - downregulates - Gene	DdG	4	4
CrCpDuGuD	Compound - resembles - Compound	CrC	1	4
CrCpDuGuD	Compound - palliates - Disease	CpD	2	4
CrCpDuGuD	Disease - upregulates - Gene	DuG	3	4
CrCpDuGuD	Disease - upregulates - Gene	DuG	4	4
CrCrCbGaD	Compound - resembles - Compound	CrC	1	4
CrCrCbGaD	Compound - resembles - Compound	CrC	2	4
CrCrCbGaD	Compound - binds - Gene	CbG	3	4
CrCrCbGaD	Disease - associates - Gene	DaG	4	4
CrCrCbGdD	Compound - resembles - Compound	CrC	1	4
CrCrCbGdD	Compound - resembles - Compound	CrC	2	4
CrCrCbGdD	Compound - binds - Gene	CbG	3	4
CrCrCbGdD	Disease - downregulates - Gene	DdG	4	4
CrCrCbGuD	Compound - resembles - Compound	CrC	1	4
CrCrCbGuD	Compound - resembles - Compound	CrC	2	4
CrCrCbGuD	Compound - binds - Gene	CbG	3	4
CrCrCbGuD	Disease - upregulates - Gene	DuG	4	4
CrCrCdGaD	Compound - resembles - Compound	CrC	1	4
CrCrCdGaD	Compound - resembles - Compound	CrC	2	4
CrCrCdGaD	Compound - downregulates - Gene	CdG	3	4
CrCrCdGaD	Disease - associates - Gene	DaG	4	4
CrCrCdGdD	Compound - resembles - Compound	CrC	1	4
CrCrCdGdD	Compound - resembles - Compound	CrC	2	4
CrCrCdGdD	Compound - downregulates - Gene	CdG	3	4
CrCrCdGdD	Disease - downregulates - Gene	DdG	4	4
CrCrCdGuD	Compound - resembles - Compound	CrC	1	4
CrCrCdGuD	Compound - resembles - Compound	CrC	2	4
CrCrCdGuD	Compound - downregulates - Gene	CdG	3	4
CrCrCdGuD	Disease - upregulates - Gene	DuG	4	4
CrCrCpDrD	Compound - resembles - Compound	CrC	1	4
CrCrCpDrD	Compound - resembles - Compound	CrC	2	4
CrCrCpDrD	Compound - palliates - Disease	CpD	3	4
CrCrCpDrD	Disease - resembles - Disease	DrD	4	4
CrCrCrCpD	Compound - resembles - Compound	CrC	1	4
CrCrCrCpD	Compound - resembles - Compound	CrC	2	4
CrCrCrCpD	Compound - resembles - Compound	CrC	3	4
CrCrCrCpD	Compound - palliates - Disease	CpD	4	4
CrCrCrCtD	Compound - resembles - Compound	CrC	1	4
CrCrCrCtD	Compound - resembles - Compound	CrC	2	4
CrCrCrCtD	Compound - resembles - Compound	CrC	3	4
CrCrCrCtD	Compound - treats - Disease	CtD	4	4
CrCrCtDrD	Compound - resembles - Compound	CrC	1	4
CrCrCtDrD	Compound - resembles - Compound	CrC	2	4
CrCrCtDrD	Compound - treats - Disease	CtD	3	4
CrCrCtDrD	Disease - resembles - Disease	DrD	4	4
CrCrCuGaD	Compound - resembles - Compound	CrC	1	4
CrCrCuGaD	Compound - resembles - Compound	CrC	2	4
CrCrCuGaD	Compound - upregulates - Gene	CuG	3	4
CrCrCuGaD	Disease - associates - Gene	DaG	4	4
CrCrCuGdD	Compound - resembles - Compound	CrC	1	4
CrCrCuGdD	Compound - resembles - Compound	CrC	2	4
CrCrCuGdD	Compound - upregulates - Gene	CuG	3	4
CrCrCuGdD	Disease - downregulates - Gene	DdG	4	4
CrCrCuGuD	Compound - resembles - Compound	CrC	1	4
CrCrCuGuD	Compound - resembles - Compound	CrC	2	4
CrCrCuGuD	Compound - upregulates - Gene	CuG	3	4
CrCrCuGuD	Disease - upregulates - Gene	DuG	4	4
CrCtDaGaD	Compound - resembles - Compound	CrC	1	4
CrCtDaGaD	Compound - treats - Disease	CtD	2	4
CrCtDaGaD	Disease - associates - Gene	DaG	3	4
CrCtDaGaD	Disease - associates - Gene	DaG	4	4
CrCtDaGdD	Compound - resembles - Compound	CrC	1	4
CrCtDaGdD	Compound - treats - Disease	CtD	2	4
CrCtDaGdD	Disease - associates - Gene	DaG	3	4
CrCtDaGdD	Disease - downregulates - Gene	DdG	4	4
CrCtDaGuD	Compound - resembles - Compound	CrC	1	4
CrCtDaGuD	Compound - treats - Disease	CtD	2	4
CrCtDaGuD	Disease - associates - Gene	DaG	3	4
CrCtDaGuD	Disease - upregulates - Gene	DuG	4	4
CrCtDdGaD	Compound - resembles - Compound	CrC	1	4
CrCtDdGaD	Compound - treats - Disease	CtD	2	4
CrCtDdGaD	Disease - downregulates - Gene	DdG	3	4
CrCtDdGaD	Disease - associates - Gene	DaG	4	4
CrCtDdGdD	Compound - resembles - Compound	CrC	1	4
CrCtDdGdD	Compound - treats - Disease	CtD	2	4
CrCtDdGdD	Disease - downregulates - Gene	DdG	3	4
CrCtDdGdD	Disease - downregulates - Gene	DdG	4	4
CrCtDdGuD	Compound - resembles - Compound	CrC	1	4
CrCtDdGuD	Compound - treats - Disease	CtD	2	4
CrCtDdGuD	Disease - downregulates - Gene	DdG	3	4
CrCtDdGuD	Disease - upregulates - Gene	DuG	4	4
CrCtDlAlD	Compound - resembles - Compound	CrC	1	4
CrCtDlAlD	Compound - treats - Disease	CtD	2	4
CrCtDlAlD	Disease - localizes - Anatomy	DlA	3	4
CrCtDlAlD	Disease - localizes - Anatomy	DlA	4	4
CrCtDpCpD	Compound - resembles - Compound	CrC	1	4
CrCtDpCpD	Compound - treats - Disease	CtD	2	4
CrCtDpCpD	Compound - palliates - Disease	CpD	3	4
CrCtDpCpD	Compound - palliates - Disease	CpD	4	4
CrCtDpCtD	Compound - resembles - Compound	CrC	1	4
CrCtDpCtD	Compound - treats - Disease	CtD	2	4
CrCtDpCtD	Compound - palliates - Disease	CpD	3	4
CrCtDpCtD	Compound - treats - Disease	CtD	4	4
CrCtDpSpD	Compound - resembles - Compound	CrC	1	4
CrCtDpSpD	Compound - treats - Disease	CtD	2	4
