hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind_perm-2	CdGdDpCtD	0.249	0.613	0.33	6.68	0.0133	1
hetio-ind_perm-2	CdGdDpSpD	0.654	0.592	0.296	483	0.0373	1
hetio-ind_perm-2	CdGdDrD	0.308	0.513	0.22	10.8	0.0191	1
hetio-ind_perm-2	CdGdDrDrD	0.586	0.554	0.264	116	0.0198	1
hetio-ind_perm-2	CdGdDtCpD	0.129	0.551	0.3	6.24	0.0117	1
hetio-ind_perm-2	CdGdDtCtD	0.574	0.635	0.34	112	0.0192	1
hetio-ind_perm-2	CdGdDuGaD	0.682	0.611	0.322	6.17e+03	0.245	1
hetio-ind_perm-2	CdGdDuGdD	0.35	0.576	0.261	1.97e+04	0.785	1
hetio-ind_perm-2	CdGdDuGuD	0.36	0.588	0.268	2.54e+04	0.979	1
hetio-ind_perm-2	CdGeAdGaD	0.685	0.615	0.326	4.61e+04	1.58	1
hetio-ind_perm-2	CdGeAdGdD	0.353	0.577	0.262	1.83e+05	6.79	1
hetio-ind_perm-2	CdGeAdGuD	0.362	0.588	0.267	1.81e+05	6.61	1
hetio-ind_perm-2	CdGeAeGaD	0.685	0.613	0.323	2.28e+05	8.31	1
hetio-ind_perm-2	CdGeAeGdD	0.353	0.577	0.262	8.85e+05	33.5	1
hetio-ind_perm-2	CdGeAeGuD	0.362	0.588	0.267	9.28e+05	34.4	1
hetio-ind_perm-2	CdGeAlD	0.661	0.586	0.281	271	0.116	1
hetio-ind_perm-2	CdGeAlDrD	0.66	0.573	0.267	2.35e+03	0.101	1
hetio-ind_perm-2	CdGeAuGaD	0.685	0.614	0.324	4.48e+04	1.6	1
hetio-ind_perm-2	CdGeAuGdD	0.353	0.577	0.262	1.77e+05	6.45	1
hetio-ind_perm-2	CdGeAuGuD	0.362	0.588	0.267	1.9e+05	7.05	1
hetio-ind_perm-2	CdGiG<rGaD	0.669	0.608	0.32	2.23e+03	0.121	1
hetio-ind_perm-2	CdGiG<rGdD	0.325	0.571	0.262	3.82e+03	0.191	1
hetio-ind_perm-2	CdGiG<rGuD	0.344	0.585	0.268	4.52e+03	0.211	1
hetio-ind_perm-2	CdGiGaD	0.529	0.615	0.321	42	0.0272	1
hetio-ind_perm-2	CdGiGaDrD	0.588	0.566	0.262	197	0.0288	1
hetio-ind_perm-2	CdGiGbCpD	0.167	0.572	0.314	4.48	0.0165	1
hetio-ind_perm-2	CdGiGbCtD	0.448	0.639	0.341	24.2	0.0231	1
hetio-ind_perm-2	CdGiGcGaD	0.557	0.606	0.318	103	0.0262	1
hetio-ind_perm-2	CdGiGcGdD	0.299	0.565	0.261	539	0.0432	1
hetio-ind_perm-2	CdGiGcGuD	0.309	0.571	0.264	523	0.0431	1
hetio-ind_perm-2	CdGiGdAlD	0.625	0.589	0.278	1.41e+03	0.0802	1
hetio-ind_perm-2	CdGiGdCpD	0.201	0.588	0.307	9.88	0.0167	1
hetio-ind_perm-2	CdGiGdCtD	0.575	0.636	0.354	375	0.0359	1
hetio-ind_perm-2	CdGiGdD	0.271	0.557	0.258	95.5	0.0376	1
hetio-ind_perm-2	CdGiGdDrD	0.478	0.515	0.22	401	0.0395	1
hetio-ind_perm-2	CdGiGeAlD	0.672	0.585	0.281	9.64e+03	0.449	1
hetio-ind_perm-2	CdGiGiGaD	0.679	0.613	0.323	9.09e+03	0.354	1
hetio-ind_perm-2	CdGiGiGdD	0.349	0.578	0.263	2.53e+04	0.952	1
hetio-ind_perm-2	CdGiGiGuD	0.358	0.59	0.27	2.75e+04	1.02	1
hetio-ind_perm-2	CdGiGr>GaD	0.664	0.612	0.322	2.28e+03	0.109	1
hetio-ind_perm-2	CdGiGr>GdD	0.328	0.577	0.266	5.68e+03	0.247	1
hetio-ind_perm-2	CdGiGr>GuD	0.348	0.589	0.27	7.5e+03	0.326	1
hetio-ind_perm-2	CdGiGuAlD	0.624	0.587	0.277	1.47e+03	0.0829	1
hetio-ind_perm-2	CdGiGuCpD	0.175	0.572	0.306	6.59	0.0168	1
hetio-ind_perm-2	CdGiGuCtD	0.554	0.639	0.354	271	0.0328	1
hetio-ind_perm-2	CdGiGuD	0.285	0.569	0.264	106	0.039	1
hetio-ind_perm-2	CdGiGuDrD	0.495	0.516	0.222	445	0.0404	1
hetio-ind_perm-2	CdGpBPpGaD	0.677	0.61	0.32	2.27e+04	0.857	1
hetio-ind_perm-2	CdGpBPpGdD	0.348	0.577	0.261	3.38e+04	1.3	1
hetio-ind_perm-2	CdGpBPpGuD	0.357	0.589	0.268	3.93e+04	1.5	1
hetio-ind_perm-2	CdGpCCpGaD	0.655	0.61	0.319	1.86e+03	0.0862	1
hetio-ind_perm-2	CdGpCCpGdD	0.33	0.576	0.263	4.71e+03	0.195	1
hetio-ind_perm-2	CdGpCCpGuD	0.335	0.581	0.266	5.23e+03	0.226	1
hetio-ind_perm-2	CdGpMFpGaD	0.658	0.609	0.317	2.07e+03	0.0927	1
hetio-ind_perm-2	CdGpMFpGdD	0.335	0.576	0.261	5.06e+03	0.208	1
hetio-ind_perm-2	CdGpMFpGuD	0.342	0.584	0.266	5.36e+03	0.218	1
hetio-ind_perm-2	CdGpPWpGaD	0.634	0.603	0.318	2.18e+03	0.109	1
hetio-ind_perm-2	CdGpPWpGdD	0.315	0.569	0.261	2.74e+03	0.129	1
hetio-ind_perm-2	CdGpPWpGuD	0.331	0.581	0.268	3.46e+03	0.158	1
hetio-ind_perm-2	CdGr>G<rGaD	0.665	0.611	0.32	2.8e+04	1.18	1
hetio-ind_perm-2	CdGr>G<rGdD	0.326	0.573	0.262	5.2e+04	2.2	1
hetio-ind_perm-2	CdGr>G<rGuD	0.352	0.59	0.27	6.09e+04	2.67	1
hetio-ind_perm-2	CdGr>GaD	0.569	0.609	0.318	89.4	0.0298	1
hetio-ind_perm-2	CdGr>GaDrD	0.605	0.577	0.264	408	0.0488	1
hetio-ind_perm-2	CdGr>GbCpD	0.197	0.575	0.302	8.84	0.0226	1
hetio-ind_perm-2	CdGr>GbCtD	0.475	0.632	0.333	39.2	0.0327	1
hetio-ind_perm-2	CdGr>GcGaD	0.589	0.611	0.32	213	0.0393	1
hetio-ind_perm-2	CdGr>GcGdD	0.308	0.57	0.261	1.12e+03	0.0766	1
hetio-ind_perm-2	CdGr>GcGuD	0.318	0.577	0.264	1.11e+03	0.0758	1
hetio-ind_perm-2	CdGr>GdAlD	0.617	0.588	0.273	3.49e+03	0.187	1
hetio-ind_perm-2	CdGr>GdCpD	0.287	0.603	0.309	109	0.0255	1
hetio-ind_perm-2	CdGr>GdCtD	0.629	0.631	0.348	3.05e+03	0.161	1
hetio-ind_perm-2	CdGr>GdD	0.286	0.564	0.26	223	0.0459	1
hetio-ind_perm-2	CdGr>GdDrD	0.499	0.521	0.222	932	0.0719	1
hetio-ind_perm-2	CdGr>GeAlD	0.655	0.585	0.277	2.32e+04	1.08	1
hetio-ind_perm-2	CdGr>GiGaD	0.66	0.609	0.318	3.11e+03	0.164	1
hetio-ind_perm-2	CdGr>GiGdD	0.331	0.577	0.264	6.93e+03	0.337	1
hetio-ind_perm-2	CdGr>GiGuD	0.347	0.588	0.269	7.71e+03	0.367	1
hetio-ind_perm-2	CdGr>Gr>GaD	0.664	0.611	0.321	7.67e+03	0.372	1
hetio-ind_perm-2	CdGr>Gr>GdD	0.332	0.58	0.266	1.89e+04	0.899	1
hetio-ind_perm-2	CdGr>Gr>GuD	0.35	0.591	0.271	2.47e+04	1.14	1
hetio-ind_perm-2	CdGr>GuAlD	0.617	0.589	0.274	3.59e+03	0.191	1
hetio-ind_perm-2	CdGr>GuCpD	0.26	0.598	0.307	67	0.0247	1
hetio-ind_perm-2	CdGr>GuCtD	0.61	0.636	0.352	2.13e+03	0.12	1
hetio-ind_perm-2	CdGr>GuD	0.306	0.579	0.268	292	0.0564	1
hetio-ind_perm-2	CdGr>GuDrD	0.513	0.52	0.22	1.26e+03	0.0849	1
hetio-ind_perm-2	CdGrPBrGaD	0.685	0.613	0.324	1.63e+04	0.69	1
hetio-ind_perm-2	CdGrPBrGdD	0.352	0.577	0.262	4.04e+04	1.71	1
hetio-ind_perm-2	CdGrPBrGuD	0.362	0.588	0.267	4.91e+04	2.08	1
hetio-ind_perm-2	CdGuAdGaD	0.682	0.614	0.324	1.26e+04	0.506	1
hetio-ind_perm-2	CdGuAdGdD	0.352	0.577	0.261	5.04e+04	2.04	1
hetio-ind_perm-2	CdGuAdGuD	0.36	0.588	0.266	4.99e+04	1.93	1
hetio-ind_perm-2	CdGuAeGaD	0.682	0.613	0.322	3.89e+04	1.47	1
hetio-ind_perm-2	CdGuAeGdD	0.352	0.577	0.261	1.53e+05	5.93	1
hetio-ind_perm-2	CdGuAeGuD	0.361	0.588	0.266	1.61e+05	6.1	1
hetio-ind_perm-2	CdGuAlD	0.538	0.588	0.278	39.4	0.0317	1
hetio-ind_perm-2	CdGuAlDrD	0.631	0.565	0.262	343	0.0277	1
hetio-ind_perm-2	CdGuAuGaD	0.682	0.613	0.322	1.22e+04	0.476	1
hetio-ind_perm-2	CdGuAuGdD	0.352	0.577	0.261	4.83e+04	1.92	1
hetio-ind_perm-2	CdGuAuGuD	0.361	0.588	0.266	5.19e+04	1.94	1
hetio-ind_perm-2	CdGuCbGaD	0.586	0.601	0.302	192	0.0235	1
hetio-ind_perm-2	CdGuCbGdD	0.263	0.559	0.258	166	0.0227	1
hetio-ind_perm-2	CdGuCbGuD	0.251	0.548	0.25	142	0.0222	1
hetio-ind_perm-2	CdGuCdGaD	0.639	0.609	0.319	2.05e+03	0.0916	1
hetio-ind_perm-2	CdGuCdGdD	0.316	0.578	0.266	6.88e+03	0.279	1
hetio-ind_perm-2	CdGuCdGuD	0.327	0.587	0.27	9.17e+03	0.361	1
hetio-ind_perm-2	CdGuCpD	0.0575	0.528	0.297	0.308	0.011	1
hetio-ind_perm-2	CdGuCpDrD	0.187	0.548	0.267	2.45	0.0126	1
hetio-ind_perm-2	CdGuCrCpD	0.158	0.584	0.331	4.17	0.0123	1
hetio-ind_perm-2	CdGuCrCtD	0.362	0.626	0.336	13.5	0.0154	1
hetio-ind_perm-2	CdGuCtD	0.379	0.634	0.351	13	0.0149	1
hetio-ind_perm-2	CdGuCtDrD	0.505	0.572	0.268	48.7	0.0167	1
hetio-ind_perm-2	CdGuCuGaD	0.643	0.611	0.319	2.65e+03	0.112	1
hetio-ind_perm-2	CdGuCuGdD	0.321	0.58	0.267	7.01e+03	0.281	1
hetio-ind_perm-2	CdGuCuGuD	0.329	0.588	0.27	8.19e+03	0.326	1
hetio-ind_perm-2	CdGuD	0.162	0.536	0.254	3.55	0.013	1
hetio-ind_perm-2	CdGuDaGaD	0.679	0.612	0.319	2.68e+03	0.115	1
hetio-ind_perm-2	CdGuDaGdD	0.323	0.569	0.258	1.64e+03	0.0764	1
hetio-ind_perm-2	CdGuDaGuD	0.323	0.572	0.261	2.12e+03	0.0951	1
hetio-ind_perm-2	CdGuDdGaD	0.68	0.614	0.325	6.69e+03	0.274	1
hetio-ind_perm-2	CdGuDdGdD	0.351	0.578	0.263	2.94e+04	1.16	1
hetio-ind_perm-2	CdGuDdGuD	0.349	0.585	0.266	2.64e+04	1.06	1
hetio-ind_perm-2	CdGuDlAlD	0.664	0.589	0.287	502	0.0343	1
hetio-ind_perm-2	CdGuDpCpD	0.182	0.58	0.315	7.25	0.0117	1
hetio-ind_perm-2	CdGuDpCtD	0.284	0.62	0.326	8.76	0.0139	1
hetio-ind_perm-2	CdGuDpSpD	0.659	0.594	0.295	652	0.0426	1
hetio-ind_perm-2	CdGuDrD	0.354	0.517	0.225	15.1	0.0208	1
hetio-ind_perm-2	CdGuDrDrD	0.606	0.56	0.265	162	0.0217	1
hetio-ind_perm-2	CdGuDtCpD	0.142	0.557	0.302	8.79	0.0123	1
hetio-ind_perm-2	CdGuDtCtD	0.599	0.64	0.345	157	0.0226	1
hetio-ind_perm-2	CdGuDuGaD	0.681	0.614	0.325	8.37e+03	0.339	1
hetio-ind_perm-2	CdGuDuGdD	0.35	0.577	0.262	2.66e+04	1.12	1
hetio-ind_perm-2	CdGuDuGuD	0.36	0.589	0.269	3.43e+04	1.37	1
hetio-ind_perm-2	CpDaG<rGaD	0.166	0.521	0.243	51.5	0.0202	1
hetio-ind_perm-2	CpDaG<rGdD	0.084	0.516	0.232	94.7	0.0238	1
hetio-ind_perm-2	CpDaG<rGuD	0.0895	0.524	0.245	113	0.0259	1
hetio-ind_perm-2	CpDaGaD	0.155	0.523	0.244	3.31	0.0118	1
hetio-ind_perm-2	CpDaGaDrD	0.158	0.52	0.224	15.6	0.0129	1
hetio-ind_perm-2	CpDaGbCpD	0.0615	0.518	0.251	0.527	0.0113	1
hetio-ind_perm-2	CpDaGbCtD	0.142	0.53	0.261	2.7	0.0111	1
hetio-ind_perm-2	CpDaGcGaD	0.131	0.525	0.248	1.6	0.0124	1
hetio-ind_perm-2	CpDaGcGdD	0.0823	0.512	0.238	9.85	0.0172	1
hetio-ind_perm-2	CpDaGdD	0.0638	0.507	0.22	2.08	0.0124	1
hetio-ind_perm-2	CpDaGuD	0.0699	0.508	0.22	2.6	0.0125	1
hetio-ind_perm-2	CpDdGaD	0.0893	0.513	0.229	1.13	0.012	1
hetio-ind_perm-2	CpDdGdD	0.0548	0.503	0.21	5.95	0.0161	1
hetio-ind_perm-2	CpDdGuD	0.0551	0.507	0.22	4.19	0.0141	1
hetio-ind_perm-2	CpDlAlD	0.148	0.524	0.234	1.1	0.0115	1
hetio-ind_perm-2	CpDpCpD	0.0249	0.508	0.25	0.0411	0.0113	1
hetio-ind_perm-2	CpDpCtD	0.0389	0.52	0.287	0.0538	0.0112	1
hetio-ind_perm-2	CpDpSpD	0.155	0.52	0.235	1.48	0.0122	1
hetio-ind_perm-2	CpDrD	0.0109	0.5	0.198	0.0119	0.0112	1
hetio-ind_perm-2	CpDrDrD	0.08	0.505	0.211	0.179	0.0115	1
hetio-ind_perm-2	CpDtCpD	0.0053	0.501	0.225	0.00715	0.0114	1
hetio-ind_perm-2	CpDtCtD	0.0668	0.529	0.28	0.162	0.0116	1
hetio-ind_perm-2	CpDuGaD	0.0959	0.512	0.233	1.45	0.0117	1
hetio-ind_perm-2	CpDuGdD	0.0522	0.503	0.209	4.21	0.0139	1
hetio-ind_perm-2	CpDuGuD	0.0564	0.507	0.22	6.68	0.0167	1
hetio-ind_perm-2	CrCbGaD	0.508	0.58	0.268	2.91	0.0135	1
hetio-ind_perm-2	CrCbGdD	0.221	0.506	0.211	2.29	0.0157	1
hetio-ind_perm-2	CrCbGuD	0.21	0.505	0.213	1.79	0.0147	1
hetio-ind_perm-2	CrCdGaD	0.325	0.564	0.261	1.62	0.0132	1
hetio-ind_perm-2	CrCdGdD	0.223	0.519	0.218	4.7	0.0203	1
hetio-ind_perm-2	CrCdGuD	0.247	0.53	0.225	6.74	0.0224	1
hetio-ind_perm-2	CrCpD	0.0215	0.508	0.26	0.023	0.011	1
hetio-ind_perm-2	CrCpDrD	0.0856	0.508	0.214	0.125	0.0113	1
hetio-ind_perm-2	CrCrCpD	0.141	0.517	0.233	0.376	0.0111	1
hetio-ind_perm-2	CrCrCtD	0.368	0.588	0.283	1.18	0.0114	1
hetio-ind_perm-2	CrCtD	0.0593	0.543	0.333	0.0694	0.0113	1
hetio-ind_perm-2	CrCtDrD	0.134	0.505	0.209	0.225	0.0113	1
hetio-ind_perm-2	CrCuGaD	0.358	0.564	0.257	1.78	0.014	1
hetio-ind_perm-2	CrCuGdD	0.224	0.516	0.213	4.33	0.0203	1
hetio-ind_perm-2	CrCuGuD	0.235	0.519	0.215	5.07	0.0216	1
hetio-ind_perm-2	CtDaGaD	0.885	0.49	0.35	31.3	0.0193	1
hetio-ind_perm-2	CtDaGdD	0.409	0.579	0.275	20.4	0.0172	1
hetio-ind_perm-2	CtDaGuD	0.416	0.568	0.278	26	0.0194	1
hetio-ind_perm-2	CtDdGaD	0.546	0.673	0.375	14.5	0.0139	1
hetio-ind_perm-2	CtDdGdD	0.3	0.512	0.211	49.8	0.0252	1
hetio-ind_perm-2	CtDdGuD	0.32	0.616	0.336	61.1	0.024	1
hetio-ind_perm-2	CtDlAlD	0.813	0.48	0.28	7.16	0.0129	1
hetio-ind_perm-2	CtDpCpD	0.0636	0.526	0.265	0.0874	0.0113	1
hetio-ind_perm-2	CtDpCtD	0.0983	0.567	0.319	0.136	0.0109	1
hetio-ind_perm-2	CtDpSpD	0.812	0.491	0.278	7.49	0.0132	1
hetio-ind_perm-2	CtDrD	0.103	0.516	0.224	0.123	0.0112	1
hetio-ind_perm-2	CtDrDrD	0.422	0.512	0.229	1.39	0.0116	1
hetio-ind_perm-2	CtDtCpD	0.0943	0.534	0.272	0.157	0.0115	1
hetio-ind_perm-2	CtDtCtD	0.562	0.556	0.315	2.47	0.0118	1
hetio-ind_perm-2	CtDuGaD	0.582	0.669	0.385	19.2	0.0156	1
hetio-ind_perm-2	CtDuGdD	0.32	0.611	0.331	62.1	0.0248	1
hetio-ind_perm-2	CtDuGuD	0.319	0.515	0.214	60.7	0.0262	1
hetio-ind_perm-2	CuG<rGaD	0.631	0.618	0.324	170	0.0347	1
hetio-ind_perm-2	CuG<rGdD	0.3	0.57	0.261	301	0.0476	1
hetio-ind_perm-2	CuG<rGuD	0.312	0.579	0.266	355	0.0551	1
hetio-ind_perm-2	CuGaD	0.196	0.584	0.311	0.98	0.0116	1
hetio-ind_perm-2	CuGaDrD	0.306	0.555	0.263	4.58	0.0132	1
hetio-ind_perm-2	CuGbCpD	0.0419	0.525	0.306	0.103	0.0118	1
hetio-ind_perm-2	CuGbCtD	0.129	0.575	0.327	0.52	0.012	1
hetio-ind_perm-2	CuGcGaD	0.242	0.598	0.328	2.42	0.0151	1
hetio-ind_perm-2	CuGcGdD	0.193	0.553	0.261	13	0.0247	1
hetio-ind_perm-2	CuGcGuD	0.186	0.547	0.258	12.6	0.0238	1
hetio-ind_perm-2	CuGdAlD	0.532	0.597	0.284	39.2	0.0323	1
hetio-ind_perm-2	CuGdCpD	0.0638	0.533	0.301	0.307	0.0114	1
hetio-ind_perm-2	CuGdCtD	0.375	0.625	0.35	12.8	0.016	1
hetio-ind_perm-2	CuGdD	0.134	0.536	0.259	2.47	0.0126	1
hetio-ind_perm-2	CuGdDrD	0.302	0.508	0.217	10.4	0.0194	1
hetio-ind_perm-2	CuGeAlD	0.656	0.593	0.285	247	0.112	1
hetio-ind_perm-2	CuGiGaD	0.475	0.618	0.321	29.5	0.0264	1
hetio-ind_perm-2	CuGiGdD	0.25	0.559	0.26	66.5	0.0366	1
hetio-ind_perm-2	CuGiGuD	0.261	0.568	0.266	73.7	0.038	1
hetio-ind_perm-2	CuGr>GaD	0.541	0.621	0.328	75.8	0.0283	1
hetio-ind_perm-2	CuGr>GdD	0.28	0.563	0.259	184	0.0448	1
hetio-ind_perm-2	CuGr>GuD	0.3	0.576	0.267	244	0.0539	1
hetio-ind_perm-2	CuGuAlD	0.544	0.594	0.283	41.3	0.032	1
hetio-ind_perm-2	CuGuCpD	0.125	0.551	0.294	1.15	0.012	1
hetio-ind_perm-2	CuGuCtD	0.507	0.636	0.323	30.1	0.0179	1
hetio-ind_perm-2	CuGuD	0.146	0.536	0.253	2.99	0.0127	1
hetio-ind_perm-2	CuGuDrD	0.308	0.507	0.216	12.9	0.0218	1
hetio-ind_perm-3	CbG<rG<rGaD	0.851	0.594	0.304	425	0.0473	1
hetio-ind_perm-3	CbG<rG<rGdD	0.411	0.58	0.25	623	0.063	1
hetio-ind_perm-3	CbG<rG<rGuD	0.412	0.583	0.25	751	0.0742	1
hetio-ind_perm-3	CbG<rGaD	0.542	0.597	0.302	5.1	0.0312	1
hetio-ind_perm-3	CbG<rGaDrD	0.67	0.537	0.23	23.9	0.0164	1
hetio-ind_perm-3	CbG<rGbCpD	0.164	0.553	0.275	0.742	0.0126	1
hetio-ind_perm-3	CbG<rGbCtD	0.355	0.614	0.322	2.5	0.0123	1
hetio-ind_perm-3	CbG<rGcGaD	0.567	0.601	0.298	8.69	0.016	1
hetio-ind_perm-3	CbG<rGcGdD	0.331	0.56	0.244	37.4	0.0255	1
hetio-ind_perm-3	CbG<rGcGuD	0.327	0.557	0.244	36.2	0.0253	1
hetio-ind_perm-3	CbG<rGdAlD	0.798	0.56	0.24	142	0.0372	1
hetio-ind_perm-3	CbG<rGdCpD	0.211	0.564	0.264	2.84	0.0125	1
hetio-ind_perm-3	CbG<rGdCtD	0.674	0.647	0.335	59.9	0.0213	1
hetio-ind_perm-3	CbG<rGdD	0.279	0.558	0.249	7.32	0.0402	1
hetio-ind_perm-3	CbG<rGdDrD	0.55	0.549	0.245	30.3	0.0218	1
hetio-ind_perm-3	CbG<rGeAlD	0.843	0.551	0.236	912	0.161	1
hetio-ind_perm-3	CbG<rGiGaD	0.825	0.606	0.314	180	0.0306	1
hetio-ind_perm-3	CbG<rGiGdD	0.399	0.575	0.248	368	0.0481	1
hetio-ind_perm-3	CbG<rGiGuD	0.406	0.588	0.254	396	0.0518	1
hetio-ind_perm-3	CbG<rGr>GaD	0.86	0.602	0.312	1.03e+03	0.0651	1
hetio-ind_perm-3	CbG<rGr>GdD	0.424	0.581	0.248	2.4e+03	0.133	1
hetio-ind_perm-3	CbG<rGr>GuD	0.44	0.597	0.254	3.09e+03	0.173	1
hetio-ind_perm-3	CbG<rGuAlD	0.802	0.561	0.239	153	0.0385	1
hetio-ind_perm-3	CbG<rGuCpD	0.173	0.542	0.253	2.32	0.0118	1
hetio-ind_perm-3	CbG<rGuCtD	0.651	0.651	0.337	51.3	0.0208	1
hetio-ind_perm-3	CbG<rGuD	0.273	0.545	0.24	8.76	0.0475	1
hetio-ind_perm-3	CbG<rGuDrD	0.571	0.549	0.245	37.8	0.0225	1
hetio-ind_perm-3	CbGaD	0.312	0.578	0.266	0.534	0.0138	1
hetio-ind_perm-3	CbGaDaGaD	0.971	0.64	0.332	622	0.0406	1
hetio-ind_perm-3	CbGaDaGdD	0.456	0.567	0.238	343	0.03	1
hetio-ind_perm-3	CbGaDaGuD	0.487	0.587	0.246	439	0.0331	1
hetio-ind_perm-3	CbGaDdGaD	0.937	0.622	0.306	220	0.0263	1
hetio-ind_perm-3	CbGaDdGdD	0.467	0.573	0.234	894	0.0516	1
hetio-ind_perm-3	CbGaDdGuD	0.479	0.591	0.243	744	0.0441	1
hetio-ind_perm-3	CbGaDlAlD	0.954	0.578	0.24	142	0.0231	1
hetio-ind_perm-3	CbGaDpCpD	0.333	0.586	0.265	2.37	0.0116	1
hetio-ind_perm-3	CbGaDpCtD	0.508	0.644	0.277	3.19	0.0124	1
hetio-ind_perm-3	CbGaDpSpD	0.953	0.566	0.233	157	0.0238	1
hetio-ind_perm-3	CbGaDrD	0.552	0.517	0.207	2.37	0.0134	1
hetio-ind_perm-3	CbGaDrDrD	0.892	0.522	0.206	28.6	0.0137	1
hetio-ind_perm-3	CbGaDtCpD	0.244	0.566	0.258	1.65	0.0113	1
hetio-ind_perm-3	CbGaDtCtD	0.839	0.688	0.358	34.6	0.0133	1
hetio-ind_perm-3	CbGaDuGaD	0.941	0.623	0.306	280	0.0271	1
hetio-ind_perm-3	CbGaDuGdD	0.47	0.572	0.235	751	0.0442	1
hetio-ind_perm-3	CbGaDuGuD	0.485	0.591	0.241	1.04e+03	0.0582	1
hetio-ind_perm-3	CbGbCbGaD	0.966	0.644	0.329	564	0.0386	1
hetio-ind_perm-3	CbGbCbGdD	0.436	0.568	0.236	420	0.0328	1
hetio-ind_perm-3	CbGbCbGuD	0.455	0.566	0.234	321	0.0292	1
hetio-ind_perm-3	CbGbCdGaD	0.967	0.648	0.34	417	0.0319	1
hetio-ind_perm-3	CbGbCdGdD	0.47	0.569	0.236	1.23e+03	0.0616	1
hetio-ind_perm-3	CbGbCdGuD	0.499	0.588	0.242	1.66e+03	0.0802	1
hetio-ind_perm-3	CbGbCpD	0.38	0.596	0.263	2.82	0.0116	1
hetio-ind_perm-3	CbGbCpDrD	0.683	0.496	0.2	17.1	0.0148	1
hetio-ind_perm-3	CbGbCrCpD	0.412	0.577	0.247	19.3	0.0154	1
hetio-ind_perm-3	CbGbCrCtD	0.903	0.702	0.367	67.8	0.0212	1
hetio-ind_perm-3	CbGbCtD	0.803	0.67	0.344	10.4	0.0119	1
hetio-ind_perm-3	CbGbCtDrD	0.807	0.519	0.212	33	0.0186	1
hetio-ind_perm-3	CbGbCuGaD	0.965	0.637	0.331	511	0.0353	1
hetio-ind_perm-3	CbGbCuGdD	0.476	0.577	0.24	1.15e+03	0.0577	1
hetio-ind_perm-3	CbGbCuGuD	0.486	0.584	0.244	1.37e+03	0.0667	1
hetio-ind_perm-3	CbGcG<rGaD	0.782	0.589	0.287	20.9	0.0331	1
hetio-ind_perm-3	CbGcG<rGdD	0.367	0.565	0.243	28.3	0.0437	1
hetio-ind_perm-3	CbGcG<rGuD	0.354	0.56	0.241	34.7	0.0506	1
hetio-ind_perm-3	CbGcGaD	0.192	0.569	0.272	0.32	0.0152	1
hetio-ind_perm-3	CbGcGaDrD	0.391	0.515	0.218	1.23	0.013	1
hetio-ind_perm-3	CbGcGbCpD	0.0675	0.512	0.232	0.119	0.0114	1
hetio-ind_perm-3	CbGcGbCtD	0.179	0.568	0.28	0.368	0.0121	1
hetio-ind_perm-3	CbGcGcGaD	0.815	0.612	0.307	21	0.0168	1
hetio-ind_perm-3	CbGcGcGdD	0.422	0.567	0.238	97.6	0.0274	1
hetio-ind_perm-3	CbGcGcGuD	0.417	0.559	0.237	94.4	0.027	1
hetio-ind_perm-3	CbGcGdAlD	0.833	0.552	0.229	29.1	0.0352	1
hetio-ind_perm-3	CbGcGdCpD	0.0607	0.516	0.248	0.14	0.011	1
hetio-ind_perm-3	CbGcGdCtD	0.499	0.643	0.316	3.54	0.0148	1
hetio-ind_perm-3	CbGcGdD	0.228	0.537	0.233	1.51	0.0245	1
hetio-ind_perm-3	CbGcGdDrD	0.532	0.539	0.231	6.35	0.0209	1
hetio-ind_perm-3	CbGcGeAlD	0.912	0.552	0.229	152	0.144	1
hetio-ind_perm-3	CbGcGiGaD	0.798	0.615	0.298	15.6	0.0272	1
hetio-ind_perm-3	CbGcGiGdD	0.376	0.556	0.234	28.7	0.039	1
hetio-ind_perm-3	CbGcGiGuD	0.366	0.55	0.238	31.3	0.0412	1
hetio-ind_perm-3	CbGcGr>GaD	0.788	0.611	0.299	18.6	0.0282	1
hetio-ind_perm-3	CbGcGr>GdD	0.374	0.561	0.237	41.3	0.046	1
hetio-ind_perm-3	CbGcGr>GuD	0.39	0.574	0.244	55.4	0.0567	1
hetio-ind_perm-3	CbGcGuAlD	0.838	0.554	0.229	27.7	0.0341	1
hetio-ind_perm-3	CbGcGuCpD	0.0654	0.52	0.255	0.162	0.0117	1
hetio-ind_perm-3	CbGcGuCtD	0.457	0.642	0.305	2.84	0.0146	1
hetio-ind_perm-3	CbGcGuD	0.231	0.535	0.231	1.44	0.0248	1
hetio-ind_perm-3	CbGcGuDrD	0.531	0.538	0.228	5.87	0.0206	1
hetio-ind_perm-3	CbGdAdGaD	0.973	0.629	0.32	2.13e+03	0.092	1
hetio-ind_perm-3	CbGdAdGdD	0.497	0.579	0.238	7.58e+03	0.299	1
hetio-ind_perm-3	CbGdAdGuD	0.491	0.591	0.244	7.47e+03	0.298	1
hetio-ind_perm-3	CbGdAeGaD	0.973	0.628	0.32	6.06e+03	0.247	1
hetio-ind_perm-3	CbGdAeGdD	0.497	0.579	0.238	2.1e+04	0.808	1
hetio-ind_perm-3	CbGdAeGuD	0.503	0.596	0.245	2.19e+04	0.859	1
