metapath	metaedge	metaedge_abbrev
CrCbGr>GuD	Compound - binds - Gene	CbG
CrCbGr>GuD	Gene > regulates > Gene	GrG
CrCbGr>GuD	Disease - upregulates - Gene	DuG
CrCbGuAlD	Compound - resembles - Compound	CrC
CrCbGuAlD	Compound - binds - Gene	CbG
CrCbGuAlD	Anatomy - upregulates - Gene	AuG
CrCbGuAlD	Disease - localizes - Anatomy	DlA
CrCbGuCpD	Compound - resembles - Compound	CrC
CrCbGuCpD	Compound - binds - Gene	CbG
CrCbGuCpD	Compound - upregulates - Gene	CuG
CrCbGuCpD	Compound - palliates - Disease	CpD
CrCbGuCtD	Compound - resembles - Compound	CrC
CrCbGuCtD	Compound - binds - Gene	CbG
CrCbGuCtD	Compound - upregulates - Gene	CuG
CrCbGuCtD	Compound - treats - Disease	CtD
CrCbGuDrD	Compound - resembles - Compound	CrC
CrCbGuDrD	Compound - binds - Gene	CbG
CrCbGuDrD	Disease - upregulates - Gene	DuG
CrCbGuDrD	Disease - resembles - Disease	DrD
CrCcSEcCpD	Compound - resembles - Compound	CrC
CrCcSEcCpD	Compound - causes - Side Effect	CcSE
CrCcSEcCpD	Compound - causes - Side Effect	CcSE
CrCcSEcCpD	Compound - palliates - Disease	CpD
CrCcSEcCtD	Compound - resembles - Compound	CrC
CrCcSEcCtD	Compound - causes - Side Effect	CcSE
CrCcSEcCtD	Compound - causes - Side Effect	CcSE
CrCcSEcCtD	Compound - treats - Disease	CtD
CrCdG<rGaD	Compound - resembles - Compound	CrC
CrCdG<rGaD	Compound - downregulates - Gene	CdG
CrCdG<rGaD	Gene > regulates > Gene	GrG
CrCdG<rGaD	Disease - associates - Gene	DaG
CrCdG<rGdD	Compound - resembles - Compound	CrC
CrCdG<rGdD	Compound - downregulates - Gene	CdG
CrCdG<rGdD	Gene > regulates > Gene	GrG
CrCdG<rGdD	Disease - downregulates - Gene	DdG
CrCdG<rGuD	Compound - resembles - Compound	CrC
CrCdG<rGuD	Compound - downregulates - Gene	CdG
CrCdG<rGuD	Gene > regulates > Gene	GrG
CrCdG<rGuD	Disease - upregulates - Gene	DuG
CrCdGaDrD	Compound - resembles - Compound	CrC
CrCdGaDrD	Compound - downregulates - Gene	CdG
CrCdGaDrD	Disease - associates - Gene	DaG
CrCdGaDrD	Disease - resembles - Disease	DrD
CrCdGbCpD	Compound - resembles - Compound	CrC
CrCdGbCpD	Compound - downregulates - Gene	CdG
CrCdGbCpD	Compound - binds - Gene	CbG
CrCdGbCpD	Compound - palliates - Disease	CpD
CrCdGbCtD	Compound - resembles - Compound	CrC
CrCdGbCtD	Compound - downregulates - Gene	CdG
CrCdGbCtD	Compound - binds - Gene	CbG
CrCdGbCtD	Compound - treats - Disease	CtD
CrCdGcGaD	Compound - resembles - Compound	CrC
CrCdGcGaD	Compound - downregulates - Gene	CdG
CrCdGcGaD	Gene - covaries - Gene	GcG
CrCdGcGaD	Disease - associates - Gene	DaG
CrCdGcGdD	Compound - resembles - Compound	CrC
CrCdGcGdD	Compound - downregulates - Gene	CdG
CrCdGcGdD	Gene - covaries - Gene	GcG
CrCdGcGdD	Disease - downregulates - Gene	DdG
CrCdGcGuD	Compound - resembles - Compound	CrC
CrCdGcGuD	Compound - downregulates - Gene	CdG
CrCdGcGuD	Gene - covaries - Gene	GcG
CrCdGcGuD	Disease - upregulates - Gene	DuG
CrCdGdAlD	Compound - resembles - Compound	CrC
CrCdGdAlD	Compound - downregulates - Gene	CdG
CrCdGdAlD	Anatomy - downregulates - Gene	AdG
CrCdGdAlD	Disease - localizes - Anatomy	DlA
CrCdGdCpD	Compound - resembles - Compound	CrC
CrCdGdCpD	Compound - downregulates - Gene	CdG
CrCdGdCpD	Compound - downregulates - Gene	CdG
CrCdGdCpD	Compound - palliates - Disease	CpD
CrCdGdCtD	Compound - resembles - Compound	CrC
CrCdGdCtD	Compound - downregulates - Gene	CdG
CrCdGdCtD	Compound - downregulates - Gene	CdG
CrCdGdCtD	Compound - treats - Disease	CtD
CrCdGdDrD	Compound - resembles - Compound	CrC
CrCdGdDrD	Compound - downregulates - Gene	CdG
CrCdGdDrD	Disease - downregulates - Gene	DdG
CrCdGdDrD	Disease - resembles - Disease	DrD
CrCdGeAlD	Compound - resembles - Compound	CrC
CrCdGeAlD	Compound - downregulates - Gene	CdG
CrCdGeAlD	Anatomy - expresses - Gene	AeG
CrCdGeAlD	Disease - localizes - Anatomy	DlA
CrCdGiGaD	Compound - resembles - Compound	CrC
CrCdGiGaD	Compound - downregulates - Gene	CdG
CrCdGiGaD	Gene - interacts - Gene	GiG
CrCdGiGaD	Disease - associates - Gene	DaG
CrCdGiGdD	Compound - resembles - Compound	CrC
CrCdGiGdD	Compound - downregulates - Gene	CdG
CrCdGiGdD	Gene - interacts - Gene	GiG
CrCdGiGdD	Disease - downregulates - Gene	DdG
CrCdGiGuD	Compound - resembles - Compound	CrC
CrCdGiGuD	Compound - downregulates - Gene	CdG
CrCdGiGuD	Gene - interacts - Gene	GiG
CrCdGiGuD	Disease - upregulates - Gene	DuG
CrCdGr>GaD	Compound - resembles - Compound	CrC
CrCdGr>GaD	Compound - downregulates - Gene	CdG
CrCdGr>GaD	Gene > regulates > Gene	GrG
CrCdGr>GaD	Disease - associates - Gene	DaG
CrCdGr>GdD	Compound - resembles - Compound	CrC
CrCdGr>GdD	Compound - downregulates - Gene	CdG
CrCdGr>GdD	Gene > regulates > Gene	GrG
CrCdGr>GdD	Disease - downregulates - Gene	DdG
CrCdGr>GuD	Compound - resembles - Compound	CrC
CrCdGr>GuD	Compound - downregulates - Gene	CdG
CrCdGr>GuD	Gene > regulates > Gene	GrG
CrCdGr>GuD	Disease - upregulates - Gene	DuG
CrCdGuAlD	Compound - resembles - Compound	CrC
CrCdGuAlD	Compound - downregulates - Gene	CdG
CrCdGuAlD	Anatomy - upregulates - Gene	AuG
CrCdGuAlD	Disease - localizes - Anatomy	DlA
CrCdGuCpD	Compound - resembles - Compound	CrC
CrCdGuCpD	Compound - downregulates - Gene	CdG
CrCdGuCpD	Compound - upregulates - Gene	CuG
CrCdGuCpD	Compound - palliates - Disease	CpD
CrCdGuCtD	Compound - resembles - Compound	CrC
CrCdGuCtD	Compound - downregulates - Gene	CdG
CrCdGuCtD	Compound - upregulates - Gene	CuG
CrCdGuCtD	Compound - treats - Disease	CtD
CrCdGuDrD	Compound - resembles - Compound	CrC
CrCdGuDrD	Compound - downregulates - Gene	CdG
CrCdGuDrD	Disease - upregulates - Gene	DuG
CrCdGuDrD	Disease - resembles - Disease	DrD
CrCiPCiCpD	Compound - resembles - Compound	CrC
CrCiPCiCpD	Pharmacologic Class - includes - Compound	PCiC
CrCiPCiCpD	Pharmacologic Class - includes - Compound	PCiC
CrCiPCiCpD	Compound - palliates - Disease	CpD
CrCiPCiCtD	Compound - resembles - Compound	CrC
CrCiPCiCtD	Pharmacologic Class - includes - Compound	PCiC
CrCiPCiCtD	Pharmacologic Class - includes - Compound	PCiC
CrCiPCiCtD	Compound - treats - Disease	CtD
CrCpDaGaD	Compound - resembles - Compound	CrC
CrCpDaGaD	Compound - palliates - Disease	CpD
CrCpDaGaD	Disease - associates - Gene	DaG
CrCpDaGaD	Disease - associates - Gene	DaG
CrCpDaGdD	Compound - resembles - Compound	CrC
CrCpDaGdD	Compound - palliates - Disease	CpD
CrCpDaGdD	Disease - associates - Gene	DaG
CrCpDaGdD	Disease - downregulates - Gene	DdG
CrCpDaGuD	Compound - resembles - Compound	CrC
CrCpDaGuD	Compound - palliates - Disease	CpD
CrCpDaGuD	Disease - associates - Gene	DaG
CrCpDaGuD	Disease - upregulates - Gene	DuG
CrCpDdGaD	Compound - resembles - Compound	CrC
CrCpDdGaD	Compound - palliates - Disease	CpD
CrCpDdGaD	Disease - downregulates - Gene	DdG
CrCpDdGaD	Disease - associates - Gene	DaG
CrCpDdGdD	Compound - resembles - Compound	CrC
CrCpDdGdD	Compound - palliates - Disease	CpD
CrCpDdGdD	Disease - downregulates - Gene	DdG
CrCpDdGdD	Disease - downregulates - Gene	DdG
CrCpDdGuD	Compound - resembles - Compound	CrC
CrCpDdGuD	Compound - palliates - Disease	CpD
CrCpDdGuD	Disease - downregulates - Gene	DdG
CrCpDdGuD	Disease - upregulates - Gene	DuG
CrCpDlAlD	Compound - resembles - Compound	CrC
CrCpDlAlD	Compound - palliates - Disease	CpD
CrCpDlAlD	Disease - localizes - Anatomy	DlA
CrCpDlAlD	Disease - localizes - Anatomy	DlA
CrCpDpCpD	Compound - resembles - Compound	CrC
CrCpDpCpD	Compound - palliates - Disease	CpD
CrCpDpCpD	Compound - palliates - Disease	CpD
CrCpDpCpD	Compound - palliates - Disease	CpD
CrCpDpCtD	Compound - resembles - Compound	CrC
CrCpDpCtD	Compound - palliates - Disease	CpD
CrCpDpCtD	Compound - palliates - Disease	CpD
CrCpDpCtD	Compound - treats - Disease	CtD
CrCpDpSpD	Compound - resembles - Compound	CrC
CrCpDpSpD	Compound - palliates - Disease	CpD
CrCpDpSpD	Disease - presents - Symptom	DpS
CrCpDpSpD	Disease - presents - Symptom	DpS
CrCpDrDrD	Compound - resembles - Compound	CrC
CrCpDrDrD	Compound - palliates - Disease	CpD
CrCpDrDrD	Disease - resembles - Disease	DrD
CrCpDrDrD	Disease - resembles - Disease	DrD
CrCpDtCpD	Compound - resembles - Compound	CrC
CrCpDtCpD	Compound - palliates - Disease	CpD
CrCpDtCpD	Compound - treats - Disease	CtD
CrCpDtCpD	Compound - palliates - Disease	CpD
CrCpDtCtD	Compound - resembles - Compound	CrC
CrCpDtCtD	Compound - palliates - Disease	CpD
CrCpDtCtD	Compound - treats - Disease	CtD
CrCpDtCtD	Compound - treats - Disease	CtD
CrCpDuGaD	Compound - resembles - Compound	CrC
CrCpDuGaD	Compound - palliates - Disease	CpD
CrCpDuGaD	Disease - upregulates - Gene	DuG
CrCpDuGaD	Disease - associates - Gene	DaG
CrCpDuGdD	Compound - resembles - Compound	CrC
CrCpDuGdD	Compound - palliates - Disease	CpD
CrCpDuGdD	Disease - upregulates - Gene	DuG
CrCpDuGdD	Disease - downregulates - Gene	DdG
CrCpDuGuD	Compound - resembles - Compound	CrC
CrCpDuGuD	Compound - palliates - Disease	CpD
CrCpDuGuD	Disease - upregulates - Gene	DuG
CrCpDuGuD	Disease - upregulates - Gene	DuG
CrCrCbGaD	Compound - resembles - Compound	CrC
CrCrCbGaD	Compound - resembles - Compound	CrC
CrCrCbGaD	Compound - binds - Gene	CbG
CrCrCbGaD	Disease - associates - Gene	DaG
CrCrCbGdD	Compound - resembles - Compound	CrC
CrCrCbGdD	Compound - resembles - Compound	CrC
CrCrCbGdD	Compound - binds - Gene	CbG
CrCrCbGdD	Disease - downregulates - Gene	DdG
CrCrCbGuD	Compound - resembles - Compound	CrC
CrCrCbGuD	Compound - resembles - Compound	CrC
CrCrCbGuD	Compound - binds - Gene	CbG
CrCrCbGuD	Disease - upregulates - Gene	DuG
CrCrCdGaD	Compound - resembles - Compound	CrC
CrCrCdGaD	Compound - resembles - Compound	CrC
CrCrCdGaD	Compound - downregulates - Gene	CdG
CrCrCdGaD	Disease - associates - Gene	DaG
CrCrCdGdD	Compound - resembles - Compound	CrC
CrCrCdGdD	Compound - resembles - Compound	CrC
CrCrCdGdD	Compound - downregulates - Gene	CdG
CrCrCdGdD	Disease - downregulates - Gene	DdG
CrCrCdGuD	Compound - resembles - Compound	CrC
CrCrCdGuD	Compound - resembles - Compound	CrC
CrCrCdGuD	Compound - downregulates - Gene	CdG
CrCrCdGuD	Disease - upregulates - Gene	DuG
CrCrCpDrD	Compound - resembles - Compound	CrC
CrCrCpDrD	Compound - resembles - Compound	CrC
CrCrCpDrD	Compound - palliates - Disease	CpD
CrCrCpDrD	Disease - resembles - Disease	DrD
CrCrCrCpD	Compound - resembles - Compound	CrC
CrCrCrCpD	Compound - resembles - Compound	CrC
CrCrCrCpD	Compound - resembles - Compound	CrC
CrCrCrCpD	Compound - palliates - Disease	CpD
CrCrCrCtD	Compound - resembles - Compound	CrC
CrCrCrCtD	Compound - resembles - Compound	CrC
CrCrCrCtD	Compound - resembles - Compound	CrC
CrCrCrCtD	Compound - treats - Disease	CtD
CrCrCtDrD	Compound - resembles - Compound	CrC
CrCrCtDrD	Compound - resembles - Compound	CrC
CrCrCtDrD	Compound - treats - Disease	CtD
CrCrCtDrD	Disease - resembles - Disease	DrD
CrCrCuGaD	Compound - resembles - Compound	CrC
CrCrCuGaD	Compound - resembles - Compound	CrC
CrCrCuGaD	Compound - upregulates - Gene	CuG
CrCrCuGaD	Disease - associates - Gene	DaG
CrCrCuGdD	Compound - resembles - Compound	CrC
CrCrCuGdD	Compound - resembles - Compound	CrC
CrCrCuGdD	Compound - upregulates - Gene	CuG
CrCrCuGdD	Disease - downregulates - Gene	DdG
CrCrCuGuD	Compound - resembles - Compound	CrC
CrCrCuGuD	Compound - resembles - Compound	CrC
CrCrCuGuD	Compound - upregulates - Gene	CuG
CrCrCuGuD	Disease - upregulates - Gene	DuG
CrCtDaGaD	Compound - resembles - Compound	CrC
CrCtDaGaD	Compound - treats - Disease	CtD
CrCtDaGaD	Disease - associates - Gene	DaG
CrCtDaGaD	Disease - associates - Gene	DaG
CrCtDaGdD	Compound - resembles - Compound	CrC
CrCtDaGdD	Compound - treats - Disease	CtD
CrCtDaGdD	Disease - associates - Gene	DaG
CrCtDaGdD	Disease - downregulates - Gene	DdG
CrCtDaGuD	Compound - resembles - Compound	CrC
CrCtDaGuD	Compound - treats - Disease	CtD
CrCtDaGuD	Disease - associates - Gene	DaG
CrCtDaGuD	Disease - upregulates - Gene	DuG
CrCtDdGaD	Compound - resembles - Compound	CrC
CrCtDdGaD	Compound - treats - Disease	CtD
CrCtDdGaD	Disease - downregulates - Gene	DdG
CrCtDdGaD	Disease - associates - Gene	DaG
CrCtDdGdD	Compound - resembles - Compound	CrC
CrCtDdGdD	Compound - treats - Disease	CtD
CrCtDdGdD	Disease - downregulates - Gene	DdG
CrCtDdGdD	Disease - downregulates - Gene	DdG
CrCtDdGuD	Compound - resembles - Compound	CrC
CrCtDdGuD	Compound - treats - Disease	CtD
CrCtDdGuD	Disease - downregulates - Gene	DdG
CrCtDdGuD	Disease - upregulates - Gene	DuG
CrCtDlAlD	Compound - resembles - Compound	CrC
CrCtDlAlD	Compound - treats - Disease	CtD
CrCtDlAlD	Disease - localizes - Anatomy	DlA
CrCtDlAlD	Disease - localizes - Anatomy	DlA
CrCtDpCpD	Compound - resembles - Compound	CrC
CrCtDpCpD	Compound - treats - Disease	CtD
CrCtDpCpD	Compound - palliates - Disease	CpD
CrCtDpCpD	Compound - palliates - Disease	CpD
CrCtDpCtD	Compound - resembles - Compound	CrC
CrCtDpCtD	Compound - treats - Disease	CtD
CrCtDpCtD	Compound - palliates - Disease	CpD
CrCtDpCtD	Compound - treats - Disease	CtD
CrCtDpSpD	Compound - resembles - Compound	CrC
CrCtDpSpD	Compound - treats - Disease	CtD
CrCtDpSpD	Disease - presents - Symptom	DpS
CrCtDpSpD	Disease - presents - Symptom	DpS
CrCtDrDrD	Compound - resembles - Compound	CrC
CrCtDrDrD	Compound - treats - Disease	CtD
CrCtDrDrD	Disease - resembles - Disease	DrD
CrCtDrDrD	Disease - resembles - Disease	DrD
CrCtDtCpD	Compound - resembles - Compound	CrC
CrCtDtCpD	Compound - treats - Disease	CtD
CrCtDtCpD	Compound - treats - Disease	CtD
CrCtDtCpD	Compound - palliates - Disease	CpD
CrCtDtCtD	Compound - resembles - Compound	CrC
CrCtDtCtD	Compound - treats - Disease	CtD
CrCtDtCtD	Compound - treats - Disease	CtD
CrCtDtCtD	Compound - treats - Disease	CtD
CrCtDuGaD	Compound - resembles - Compound	CrC
CrCtDuGaD	Compound - treats - Disease	CtD
CrCtDuGaD	Disease - upregulates - Gene	DuG
CrCtDuGaD	Disease - associates - Gene	DaG
CrCtDuGdD	Compound - resembles - Compound	CrC
CrCtDuGdD	Compound - treats - Disease	CtD
CrCtDuGdD	Disease - upregulates - Gene	DuG
CrCtDuGdD	Disease - downregulates - Gene	DdG
CrCtDuGuD	Compound - resembles - Compound	CrC
CrCtDuGuD	Compound - treats - Disease	CtD
CrCtDuGuD	Disease - upregulates - Gene	DuG
CrCtDuGuD	Disease - upregulates - Gene	DuG
CrCuG<rGaD	Compound - resembles - Compound	CrC
CrCuG<rGaD	Compound - upregulates - Gene	CuG
CrCuG<rGaD	Gene > regulates > Gene	GrG
CrCuG<rGaD	Disease - associates - Gene	DaG
CrCuG<rGdD	Compound - resembles - Compound	CrC
CrCuG<rGdD	Compound - upregulates - Gene	CuG
CrCuG<rGdD	Gene > regulates > Gene	GrG
CrCuG<rGdD	Disease - downregulates - Gene	DdG
CrCuG<rGuD	Compound - resembles - Compound	CrC
CrCuG<rGuD	Compound - upregulates - Gene	CuG
CrCuG<rGuD	Gene > regulates > Gene	GrG
CrCuG<rGuD	Disease - upregulates - Gene	DuG
CrCuGaDrD	Compound - resembles - Compound	CrC
CrCuGaDrD	Compound - upregulates - Gene	CuG
CrCuGaDrD	Disease - associates - Gene	DaG
CrCuGaDrD	Disease - resembles - Disease	DrD
CrCuGbCpD	Compound - resembles - Compound	CrC
CrCuGbCpD	Compound - upregulates - Gene	CuG
CrCuGbCpD	Compound - binds - Gene	CbG
CrCuGbCpD	Compound - palliates - Disease	CpD
CrCuGbCtD	Compound - resembles - Compound	CrC
CrCuGbCtD	Compound - upregulates - Gene	CuG
CrCuGbCtD	Compound - binds - Gene	CbG
CrCuGbCtD	Compound - treats - Disease	CtD
CrCuGcGaD	Compound - resembles - Compound	CrC
CrCuGcGaD	Compound - upregulates - Gene	CuG
CrCuGcGaD	Gene - covaries - Gene	GcG
CrCuGcGaD	Disease - associates - Gene	DaG
CrCuGcGdD	Compound - resembles - Compound	CrC
CrCuGcGdD	Compound - upregulates - Gene	CuG
CrCuGcGdD	Gene - covaries - Gene	GcG
CrCuGcGdD	Disease - downregulates - Gene	DdG
CrCuGcGuD	Compound - resembles - Compound	CrC
CrCuGcGuD	Compound - upregulates - Gene	CuG
CrCuGcGuD	Gene - covaries - Gene	GcG
CrCuGcGuD	Disease - upregulates - Gene	DuG
CrCuGdAlD	Compound - resembles - Compound	CrC
CrCuGdAlD	Compound - upregulates - Gene	CuG
CrCuGdAlD	Anatomy - downregulates - Gene	AdG
CrCuGdAlD	Disease - localizes - Anatomy	DlA
CrCuGdCpD	Compound - resembles - Compound	CrC
CrCuGdCpD	Compound - upregulates - Gene	CuG
CrCuGdCpD	Compound - downregulates - Gene	CdG
CrCuGdCpD	Compound - palliates - Disease	CpD
CrCuGdCtD	Compound - resembles - Compound	CrC
CrCuGdCtD	Compound - upregulates - Gene	CuG
CrCuGdCtD	Compound - downregulates - Gene	CdG
CrCuGdCtD	Compound - treats - Disease	CtD
CrCuGdDrD	Compound - resembles - Compound	CrC
CrCuGdDrD	Compound - upregulates - Gene	CuG
CrCuGdDrD	Disease - downregulates - Gene	DdG
CrCuGdDrD	Disease - resembles - Disease	DrD
CrCuGeAlD	Compound - resembles - Compound	CrC
CrCuGeAlD	Compound - upregulates - Gene	CuG
CrCuGeAlD	Anatomy - expresses - Gene	AeG
CrCuGeAlD	Disease - localizes - Anatomy	DlA
CrCuGiGaD	Compound - resembles - Compound	CrC
CrCuGiGaD	Compound - upregulates - Gene	CuG
CrCuGiGaD	Gene - interacts - Gene	GiG
CrCuGiGaD	Disease - associates - Gene	DaG
CrCuGiGdD	Compound - resembles - Compound	CrC
CrCuGiGdD	Compound - upregulates - Gene	CuG
CrCuGiGdD	Gene - interacts - Gene	GiG
CrCuGiGdD	Disease - downregulates - Gene	DdG
CrCuGiGuD	Compound - resembles - Compound	CrC
CrCuGiGuD	Compound - upregulates - Gene	CuG
CrCuGiGuD	Gene - interacts - Gene	GiG
CrCuGiGuD	Disease - upregulates - Gene	DuG
CrCuGr>GaD	Compound - resembles - Compound	CrC
CrCuGr>GaD	Compound - upregulates - Gene	CuG
CrCuGr>GaD	Gene > regulates > Gene	GrG
CrCuGr>GaD	Disease - associates - Gene	DaG
CrCuGr>GdD	Compound - resembles - Compound	CrC
CrCuGr>GdD	Compound - upregulates - Gene	CuG
CrCuGr>GdD	Gene > regulates > Gene	GrG
CrCuGr>GdD	Disease - downregulates - Gene	DdG
CrCuGr>GuD	Compound - resembles - Compound	CrC
CrCuGr>GuD	Compound - upregulates - Gene	CuG
CrCuGr>GuD	Gene > regulates > Gene	GrG
CrCuGr>GuD	Disease - upregulates - Gene	DuG
CrCuGuAlD	Compound - resembles - Compound	CrC
CrCuGuAlD	Compound - upregulates - Gene	CuG
CrCuGuAlD	Anatomy - upregulates - Gene	AuG
CrCuGuAlD	Disease - localizes - Anatomy	DlA
CrCuGuCpD	Compound - resembles - Compound	CrC
CrCuGuCpD	Compound - upregulates - Gene	CuG
CrCuGuCpD	Compound - upregulates - Gene	CuG
CrCuGuCpD	Compound - palliates - Disease	CpD
CrCuGuCtD	Compound - resembles - Compound	CrC
CrCuGuCtD	Compound - upregulates - Gene	CuG
CrCuGuCtD	Compound - upregulates - Gene	CuG
CrCuGuCtD	Compound - treats - Disease	CtD
CrCuGuDrD	Compound - resembles - Compound	CrC
CrCuGuDrD	Compound - upregulates - Gene	CuG
CrCuGuDrD	Disease - upregulates - Gene	DuG
CrCuGuDrD	Disease - resembles - Disease	DrD
CtDaG<rGaD	Compound - treats - Disease	CtD
CtDaG<rGaD	Disease - associates - Gene	DaG
CtDaG<rGaD	Gene > regulates > Gene	GrG
CtDaG<rGaD	Disease - associates - Gene	DaG
CtDaG<rGdD	Compound - treats - Disease	CtD
CtDaG<rGdD	Disease - associates - Gene	DaG
CtDaG<rGdD	Gene > regulates > Gene	GrG
CtDaG<rGdD	Disease - downregulates - Gene	DdG
CtDaG<rGuD	Compound - treats - Disease	CtD
CtDaG<rGuD	Disease - associates - Gene	DaG
CtDaG<rGuD	Gene > regulates > Gene	GrG
CtDaG<rGuD	Disease - upregulates - Gene	DuG
CtDaGaDrD	Compound - treats - Disease	CtD
CtDaGaDrD	Disease - associates - Gene	DaG
CtDaGaDrD	Disease - associates - Gene	DaG
CtDaGaDrD	Disease - resembles - Disease	DrD
CtDaGbCpD	Compound - treats - Disease	CtD
CtDaGbCpD	Disease - associates - Gene	DaG
CtDaGbCpD	Compound - binds - Gene	CbG
CtDaGbCpD	Compound - palliates - Disease	CpD
CtDaGbCtD	Compound - treats - Disease	CtD
CtDaGbCtD	Disease - associates - Gene	DaG
CtDaGbCtD	Compound - binds - Gene	CbG
CtDaGbCtD	Compound - treats - Disease	CtD
CtDaGcGaD	Compound - treats - Disease	CtD
CtDaGcGaD	Disease - associates - Gene	DaG
CtDaGcGaD	Gene - covaries - Gene	GcG
CtDaGcGaD	Disease - associates - Gene	DaG
CtDaGcGdD	Compound - treats - Disease	CtD
CtDaGcGdD	Disease - associates - Gene	DaG
CtDaGcGdD	Gene - covaries - Gene	GcG
CtDaGcGdD	Disease - downregulates - Gene	DdG
CtDaGcGuD	Compound - treats - Disease	CtD
CtDaGcGuD	Disease - associates - Gene	DaG
CtDaGcGuD	Gene - covaries - Gene	GcG
CtDaGcGuD	Disease - upregulates - Gene	DuG
CtDaGdAlD	Compound - treats - Disease	CtD
CtDaGdAlD	Disease - associates - Gene	DaG
CtDaGdAlD	Anatomy - downregulates - Gene	AdG
CtDaGdAlD	Disease - localizes - Anatomy	DlA
CtDaGdCpD	Compound - treats - Disease	CtD
CtDaGdCpD	Disease - associates - Gene	DaG
CtDaGdCpD	Compound - downregulates - Gene	CdG
CtDaGdCpD	Compound - palliates - Disease	CpD
CtDaGdCtD	Compound - treats - Disease	CtD
CtDaGdCtD	Disease - associates - Gene	DaG
CtDaGdCtD	Compound - downregulates - Gene	CdG
CtDaGdCtD	Compound - treats - Disease	CtD
CtDaGdDrD	Compound - treats - Disease	CtD
CtDaGdDrD	Disease - associates - Gene	DaG
CtDaGdDrD	Disease - downregulates - Gene	DdG
CtDaGdDrD	Disease - resembles - Disease	DrD
CtDaGeAlD	Compound - treats - Disease	CtD
CtDaGeAlD	Disease - associates - Gene	DaG
CtDaGeAlD	Anatomy - expresses - Gene	AeG
CtDaGeAlD	Disease - localizes - Anatomy	DlA
CtDaGiGaD	Compound - treats - Disease	CtD
CtDaGiGaD	Disease - associates - Gene	DaG
CtDaGiGaD	Gene - interacts - Gene	GiG
CtDaGiGaD	Disease - associates - Gene	DaG
CtDaGiGdD	Compound - treats - Disease	CtD
CtDaGiGdD	Disease - associates - Gene	DaG
CtDaGiGdD	Gene - interacts - Gene	GiG
CtDaGiGdD	Disease - downregulates - Gene	DdG
CtDaGiGuD	Compound - treats - Disease	CtD
CtDaGiGuD	Disease - associates - Gene	DaG
CtDaGiGuD	Gene - interacts - Gene	GiG
CtDaGiGuD	Disease - upregulates - Gene	DuG
CtDaGr>GaD	Compound - treats - Disease	CtD
CtDaGr>GaD	Disease - associates - Gene	DaG
CtDaGr>GaD	Gene > regulates > Gene	GrG
CtDaGr>GaD	Disease - associates - Gene	DaG
CtDaGr>GdD	Compound - treats - Disease	CtD
CtDaGr>GdD	Disease - associates - Gene	DaG
CtDaGr>GdD	Gene > regulates > Gene	GrG
CtDaGr>GdD	Disease - downregulates - Gene	DdG
CtDaGr>GuD	Compound - treats - Disease	CtD
CtDaGr>GuD	Disease - associates - Gene	DaG
CtDaGr>GuD	Gene > regulates > Gene	GrG
CtDaGr>GuD	Disease - upregulates - Gene	DuG
CtDaGuAlD	Compound - treats - Disease	CtD
CtDaGuAlD	Disease - associates - Gene	DaG
CtDaGuAlD	Anatomy - upregulates - Gene	AuG
CtDaGuAlD	Disease - localizes - Anatomy	DlA
CtDaGuCpD	Compound - treats - Disease	CtD
CtDaGuCpD	Disease - associates - Gene	DaG
CtDaGuCpD	Compound - upregulates - Gene	CuG
CtDaGuCpD	Compound - palliates - Disease	CpD
CtDaGuCtD	Compound - treats - Disease	CtD
CtDaGuCtD	Disease - associates - Gene	DaG
CtDaGuCtD	Compound - upregulates - Gene	CuG
CtDaGuCtD	Compound - treats - Disease	CtD
CtDaGuDrD	Compound - treats - Disease	CtD
CtDaGuDrD	Disease - associates - Gene	DaG
CtDaGuDrD	Disease - upregulates - Gene	DuG
CtDaGuDrD	Disease - resembles - Disease	DrD
